comentario,sentimento
é preocupante um parque grande e a maioria dos brinquedos ou fechado ou em manutenção ou ainda em reforma em plena férias alem de pagar o passaporte alguns brinquedos quando aberto paga a parte show do almoço é lastimável pelo fato de cantarem em inglês estamos no brasil pessoal que freqenta são brasileiros cardápio confuso do almoço pedi uma porção de fritas e como acompanhamento frango veio uma porção de fritas e um prato com arroz pedaços pequenos de frango e uma porção de fritas a maioria dos brinquedos não entra criança abaixo de cm brinquedo kastel di lendas deveriam mudar de música cfe a atração mas é a mesma música para todas as partes do brasil nem todo os pontos de comidas estavam abertosponto forte a maioria do pessoal que lá trabalha são atenciosos,0
fui no hopi hari em novembro e me arrependi profundamente pois praticamente quase todos os brinquedos para adultos estavam parados devido manutenção ou outro serviço que não fui informadaacontece que dos brinquedos que estava funcionando era a montanha russa de madeira e para meu azar passei hmin na fila um absurdo sendo que na placa que estavamos informava em média hprontamente me ofereceram o vip pass para o brinquedo porém como estava marcado em média hmin resolvi esperar péssima idéia novamentequero manifestar que acho um absurdo o parque vender free pass sendo que vc já paga para acesso ao parque e que por sinal não tem nenhuma infraestrutura que justifique o preçoresumindo se você tiver a sorte de ir no parque quando todos os brinquedos estiverem funcionando se prepare para gastar e muito o ingresso que custa uns o vip pass uns para comer uns que por sinal não tem muitas opções o estacionamento sendo assim num dia vc gasta em média r uma ótima dica com esse dinheiro vc vai para o beto carrero aproveita o parque e anda em todos os brinquedos mais de x e sem pagar nada a mais por isso,0
o hopi hari acabou fato quem visitou há cerca de anos atrás e volta hoje não consegue reconhecer o parque não é nem sombra do que foi no passado muitos brinquedos fechados estacionamento caríssimo totalmente mal cuidado já tinha ido há uns anos atrás e não estava bom só voltei porque ganhei o ingresso em uma revista e queria levar minha sobrinha de anos que não conhecia o parque mas foi uma decepção não vale a pena nem de graça pois o estacionamento é caro e ainda tivemos que pagar mais r para poder cortar a fila da montanharussa que estava demorando mais de horas e era a única atração radical em funcionamento fico feliz de ter visto o parque em dias melhores era muito bom mesmo mas com certeza isso ficou no passado,0
péssimo além do preço abusivo as filas para as boas atrações demora horas tentam te vender o fura fila pelo preço do ingresso mas ainda assim a espera é grande outro ponto negativo é a enorme quantidade de brinquedos fora de funcionamento o ponto positivo é a hora de ir embora,0
adorava ir ao parque quando no início dos anos porém desde então não teve grandes inovações nos brinquedos e a qualidade caiu,0
um bom lugar para passeios porém muitos brinquedos parados além de ser muito longe de outras cidades poderiam rever e fazer propostas de locomoção para cidades distantes,0
pessimo grande parte das atraçoes estavam fechadas gerando filas interminaveis nos brinquedos em funcionamento praça de alimentaçao nao suporta a quantidade de visitantes tivemos que comer sentados no chao uma grande decepçao,0
galera vou resumir minha experiência filas de h pouquíssimos brinquedos uma fila para entrar e pessoal furando fila ta um verdadeiro lixo eu sai do rio de janeiro e me arrependi o parque esta deserto e achei uma falta de respeito com os clientes o estado em que se encontrava,0
parque muito legal para se divertir mas coisas me decepcionaram um pouco as enormes filas nos brinquedos maiores e a quantidade enorme de brinquedos em manutençãopara terem ideia a parte da liga da justiça tinha apenas um carrinho de bate bate funcionando quando tem mais de atrações nessa parte em um geral é bem legal mas pelo preço que cobram de tudo n achei o custo beneficio bom,0
lugar bonito porem com algumas restricoes nao ha bebedouros espalhados pelo parque o que nos obriga a comprar e pagar muito caro por uma garrafinha de agua pois o bebedouro ficam na entrada do parque bem longe das atracoes muito caro para poucas diversoes pois as filas sao gigantescas,0
manutenção cada vez mais precária o lugar completamente abandonado sem falar em casos recentes de arrastão dentro do parque,0
infelizmente muitas atrações desativadas e fechadas e filas intermináveis principalmente na montanha russa,0
várias atrações ótimas estão sempre fechadas dizem que é para reparos anuais vistorias mais nunca abrem e o preço do ingresso continua o mesmota em decadência é uma judiação,0
uma penao parque praticamente acabou a maior parte das atrações está desativada poucos visitantes se acumulam nos brinquedos que ainda funcionam me senti enganadoquem for preparese para enfrentar filas em poucos brinquedos que ainda funcionam e pagar em outros que não estão incluídos no ingresso lamentável pois o espaço é ótimo e o lugar é lindo,0
o parque está super mal cuidado comunicação visual deplorável a maioria das atrações paradas para manutenção mas pelo que pude notar não estão funcionando há muito tempo atrações antigas ultrapassadas banheiros sujos funcionários desmotivados e mal preparadosapenas a área da liga da justiça me pareceu ainda bem cuidadauma pena pois conheci o hopi hari dos tempos áureos e esse de hoje não de parece em nada com o que era,0
muito bom o espaço reservado ao parque alguns brinquedos sempre fechados e outros ok a área de alimentação é meio bagunçada mas por conta da quantidade de pessoas e crianças mas tudo nos conformes,0
infelizmente sempre tem um monte de atrações em manutenção deixando as crianças um pouco decepcionadas,1
fui com um grupo grande familiar e gostamos muito todas as atrações são ótimas para todas as idades,1
infelizmente o parque parece estar à beira do abandono nem a roda gigante estava funcionando o passeio é agradável para os pequenos mas para os maiores só sobrou a montanharussa,0
estive lá com nossa família no último sábado dia e ficamos furiosos eram tantos brinquedos parados que não acreditávamos alguns que estavam funcionando paravam e várias pessoas ficavam na fila na esperança de que voltassem a funcionar procurei o sac para entender o que estava acontecendo e pedir um ressarcimento e fomos tratados com total desdém com desculpas sem fundamento uma delas foi que alguns brinquedos uns estavam em manutenção preventiva aí perguntei preventiva em pleno sábado sendo que o parque abre apenas dias da semana uma vergonha não deveria nem ter aberto enfim ficamos no prejuízo mas eu estou esta tarde pessoalmente dedicado a levar isto para a mídia dado o número alto de famílias que foram enganadas já contratei algumas redações produções de telejornais logo mais vocês vão ver algo no ar até por que eu gravei um audio da conversa com a gerente do parque que me tratou muito mau fujam,0
parque falido nada funcionando brinquedos restaurantes limpeza o site não informa quais brinquedos estão parados você só descobre depois de pagar r de estacionamento sem direito a reembolso depois vem a surpresa uma lista enorme de atrações sem funcionar infelizmente parque literalmente abandonado,0
foi triste visitar o parque com tanta expectativa após quase anos da última visitaa maior parte dos brinquedos realmente bacanas estavam fechados tirando a torre eiffel que já esperávamos devido perícia o parque estava relativamente vazio porém como quase não tinham brinquedos disponíveis levamos horas na fila para a montanha russa principal depois já não tinha mais nada legal para irps sorte que fui de graça por causa de uma promoção pq pagar r no ingresso para aquilo seria deprimente o estacionamento custa r um absurdo só os lanches que estavam bons e no preço,0
estive no dia junho no hopi hari após anos quando fui pela primeira vez voltei para levar meu filho de anos e meio primeiramente um absurdo cobrar o valor de um adulto uma criança acima de um metro sendo que a maioria dos brinquedos é acima de ou de altura havia brinquedos fechados em manutenção a parte do wild west totalmente abandonada lojinhas fechadas e poucos funcionários não recomendo e não voltarei mais não tem como comparar a disney,0
depois de anos sem ir no parque tive o desplazer de ir lá e quando cheguei lá me deparo com quase td fechado isso é uma palhaçada se o parque só abre de sexta sábado e domingo pq as manutenções preventivas não são feitas no restante da semana tem que fazer justo no dia de funcionamento isso é uma palhaçada isso é desrespeito com o clienteno meu ponto de vista o hopi hari já era tem que ser vendido aí quem sabe alguma coisa um pode melhorar mais do geito que a coisa está e mais facil o parque e dificil alquem quer compra pq o parque está em estado de abandono e mais facil o pessoal dar o parque para um grupo investir renovar os temas e trocar muitos brinquedos do que alguém comprar hopi hari falido e bem melhor fechar as portas,0
estive no hopi hari em janeiro deste ano e grande parte das atrações estavam com filas enormes fora que a maioria delas estavam fechadas,0
como metade do parque estava fechado as filas para cada brinquedo eram em torno de à horas de fila se todos os brinquedos estivessem abertos você seria o próximo a ir no brinquedo porque não estava tão cheio assim,0
vou começar dando um conselho para todos que lerem esta reclamação evitem o hopi hari os motivos são muitos nem sei direito por onde começar mas o que mais chamou a minha atenção foi o total abandono em que se encontra o parque imagine a situação você paga em média r por um ingresso além de estacionamento de r refeições e bebidas caríssimas dentro do parque para encontrar cerca de um terço dos brinquedos parados a desculpa condições meteorológicas e sim é uma desculpa das mais esfarrapadas porque hoje do momento em que cheguei no parque até a hora que saí apesar do tempo nublado não caiu nem uma gota sequer de chuva ai com as várias atrações paradas as poucas que funcionavam obviamente acumulavam filar intermináveis passei o absurdo de quatro hora na fila da montezuma no meu caso adquiri ingressos em uma promoção e levei toda a família para o que achava seria um passeio divertido como tantas outras vezes em que fui ao parque ledo engano evitem o parque não vale mais a pena infelizmente,0
um dia é pouco para o tanto de atrações existentes sem contar as grandes filas que se formam por isso demora e somente um dia é pouco para poder curtir ao máximo este lugar incrível,1
foi cansativo ficar demasiado tempo nas filas sendo que nem tinha movimento o parque estava praticamente vazio mas o quadro de funcionários estava reduzidíssimoachei uma tremenda falta de respeito ao cliente do parque a entrada é cara para não desfrutar de todas as atraçõespor estarem fechadasas lanchonetes são caríssimasmau atendimentode todas as vezes que fomos esta vez realmente decepcionou aí vc fica pensando se vai em alta temporada está tudo aberto mas as filas são gigantescasse opta por ir em baixa temporada maioria das atrações está fechada para contenção de despesas e as atrações abertas com número reduzido de funcionários ou seja uma fila de pessoas na mina joe sacramento demorou hrspode,0
fui há muitos anos mas creio que seja um dos melhores parques do brasil não tem tantos animais como no beto carrero mas os brinquedos são bons e tem algumas opções de esportes radicais,1
embora hajam muito brinquedos parados por estarem em reforma o parque continua sendo um ótimo passeio familiar e de amigos,0
já foi muito bom hoje em dia está meio abandonado os recentes acidentes que ocorreram fizeram com que as pessoas deixassem de frequentar,0
eu gostei muito do parque ele é amplo e muito bonito tem várias atrações para todas as idades mas acho muito cansativo ir com bebe de colo cansativo e desnecessário eu comprei o fast pass um combo que vc fura fila em atrações esse sistema é fraco o fura fila deveria ser ilimitado e em todas as atrações do parque cuidado com esse combo pois quando fui as filas estavam relativamente rápidas mas o mais triste foi ver mais de atrações em reforma tive a sensação que o parque deveria ter cobrado metade do ingresso,1
o local já foi melhor agora tem a maioria dos brinquedos parados quebrados hoje o lugar é bonito apenas para passeio para conhecer mas para brincar não preços altos,0
decepção é o que posso dizer que tive com esse parque tinham apenas atrações com emoção funcionando no dia de junho as mais interessantes para meus filhos adolescentes estavam fechadas infelizmente não há como organizar uma viagem com tempo razoável e quando se vai adquirir um passaport ver no site que alguns brinquedos não estão a disposição depois que já estamos lá viajamos muito para encontrar um parque com um enorme potencial com muitos visitantes mas com tão poucos prestadores de serviço muitas lojas e lanchonetes fechadase o kabum fica parecendo um símbolo para lembrar tão nefasta situação que todos tiveram conhecimento não tenho conhecimento se terminaram as investigações e o brinquedo não pode ser mexido todavia se já terminou sugiro remoção imediata dele deixa no ar uma sensação muito estranha,0
um dos melhores parques de diversões de são paulo fica localizado a beira da estrada dos bandeirantes aproveite o parque aquático que fica bem ao lado e depois divirtase nas atrações do hopi hari o atendimento é muito bom e as atrações excelentes,1
já foi muito melhor mas ainda dá pra aproveitar bastante coisa sempre tem brinquedos fechados para manutenção mas por ter várias atrações dá pra passar bem ocupado o dia todo por lá as comidas são bem carinhas dentro do parque e o estacionamento também prepare seu bolso,0
parque muito divertido com atrações muito boas lojinhas de souvenirs lanchonetes deliciosas ótimo pra ir com os amigos e com as crianças,1
lugar para passar o final de semana espaçoso ótima infraestrutura porém peca por vários brinquedos estarem em manutenção acumulando filas nas atrações que estão disponíveisse você não suporta filas e demora não recomendo porém para crianças é muito bom com varias atrações para menores de anosneste período de manutenção dos brinquedos não vale a pena comprar o passaporte pois não se consegue entrar em mais que atrações diferentes em um dia pela fila de entrada das atraçõesum sugestão chegar bem cedo e fazer lanche rápido,0
diversão garantida restaurante excelente super adorei quero voltar em breve me diverti a beça muito legal,0
um excelente lugar para quem gosta de adrenalina e quer se divertir com a família e amigos basta ter paciência para enfrentar as filas de alguns brinquedos,1
é um passeio bem legal apesar de existirem vários brinquedos em manutenção achei o local bem divertido com personagens interagindo com os turistasinfelizmente os banheiros não estavam tão limpos e os preços são um pouco salgados,0
fui no dia chegamos cedo e aguardamos na fila conseguimos ir em vários brinquedos e alguns umas xmas é uma pena que uns dos brinquedos estão fechadose a fila da montanha russa estava enormeficamos umas horas na fila porque só um carrinho estava funcionando e mesmo assim toda hora ele dava problema mas pra ir de vem em quando e chegar cedo ainda está valendo a pena,0
o local de acesso está muito descuidado no parque a maioria dos brinquedos não estão funcionando e pelo o que tenho lido já faz um bom tempo a entrada é cara mais de estacionamento e não há informações gerais sobre o funcionamento e localização dos brinquedos chegamos por volta de h e havia pouquíssimas lojas de alimentação abertas fila gigante para a montanha russa montezum a única da mais legais que estavam funcionando acho que têm que melhorar muito principalmente na manutenção do parque funcionários bem educados e bem interativos,0
o parque está abandonado não possui quase nenhum brinquedo funcionando devido a isso as poucas atrações abertas ficam com filas de h para não se surpreender aconselho conferir no site as atrações que estão funcionando o atendimento foi péssimo também equipe mal treinada e reclamou por eu mudar meu pedido na hora do almoço um absurdo,0
antigamente era um dos melhores parques infelizmente hoje está muito jogado varios brinquedos bons fechados para criançada não vale a pena gastar tanto o lugar é bem grande mais o q adiantar ser grande e belo mais com mais de das atrações fechadas,1
o parque prometia muito porém acho que dei azar porque no dia que fui a maioria das atrações bacanas não estavam funcionando só a montanha russa praticamente o resto das atrações não estava funcionando era só atração para crianças de anos por não ter outras atrações a fila da montanha russa estava enorme demorando cerca de h para ter aquele minutin de adrenalina fui embora bem cedo porque nao tinha mais nada pra fazer la depois da montanha russa,0
tive a sorte de ir ao parque nos primordios de sua inauguração todas as atrações funcionavam fazendo que as filas fosse menos recorrentes retornei ao parque mais vezes em e o que vivenciei mostrou o quão impactante foi o acidente fatal ocorrido na atração la tour eiffel a maioria das atrações estão fechadas permanentemente apesar deles falarem que é temporário por falta de peças de reposição dos mesmos o parque abre os portões as mas um sistema de verificação de bolsas e mochilas faz com que as filas fiquem gigantescas antes mesmo da entrada ao parque após entrar e perceber que a maioria das atrações estão inativas resta aos desavisados visitantes lutarem para poder usufruir dos poucos brinquedos que funcionam o que gera filas com mais de horas de espera caso você queira pagar ainda mais para poder se privar de um pouco do sofrimento você compra um vip pass que lhe dá direito de furar a fila principal e enfrentar uma bem menor como se já não bastasse pagar quase r de entrada e r de estacionamento ah e é proibido entrar no parque com guardachuva caso esteja chovendo no dia da sua visitação se vira meu amigo não bastasse tudo isso a comida é expressamente cara e ruim quase não existe opções variadas e os atendentes são tudo menos simpáticos e atenciosos tive o privilégio de visitar diversos parques dentro e fora do brasil e infelizmente o hopi hari na atual situação está anos luz atrás de outras opções disponíveis não tenho como recomendar muito gasto para diversão praticamente o,0
caro longe filas intermináveis extremamente cansativo a metade do parque está em manutenção ou simplesmente está fechada pouca variedade para refeição e as que existem filas,0
estive no parque a cerca de anos atrás e foi um excelente passeio com esta lembrança voltei ao parque no último dia na esperança de que agora acompanhado pelo meu filho de anos também pudesse ter um dia super agradávelde decepção apesar de ser um dia no meio de um feriado prolongado muitas atrações estavam fechadas poucas pessoas organizando os brinquedos poucas lojas com alimentaçãocompras abertasenfim parecia que o parque estava aberto só por obrigaçãoa situação estava tão chata que meu filho chegou até a comentar poxa papaitá tudo sem funcionartalvez quem nunca tenha ido ao parque pode até gostar mas eu que já fui numa época em que estavam todos os brinquedos funcionando a sensação é de frustraçãoum dos brinquedos cinema do lanterna verde chegou a dar problema no início da sessão tivemos de sair da atração pois os funcionários informaram que a bomba tinha desarmado,0
o parque já não tem mais o mesmo encanto da época de sua inauguração já que não se atualizou desde então mesmo assim vale uma visita com as crianças,0
um parque muito grande com brinquedos bons ótima estrutura o atendimento é bom mas peca e muuito no preço principalmente dos alimentos lá você não come algo por menos de reais por pessoa é ago realmente exorbitante as filas nas atrações principais também são um absurdo em um dia de movimento no parque você passa em média horas na fila da montanha russa é ridículo,0
levei meus filhos ao hopi hari e foi uma experiencia agradavel apesar de varios brinquedos estarem fechados para manutenção passamos um dia gostoso aqui vale a pena,1
o parque eh temático e eh enormepor causa de muitos ocorridos agora dah um certo medo irmas continua sendo um ótimo local de diversãomas prepare o bolso pra almocar ou jantareh muito caro,1
boas atrações fomos em um grupo de amigos apesar da chuva e de alguns brinquedos fechado foi muito divertido,1
para quem só tem a opção de frequentar os parques no brasil op hopi hari é o melhor parque de diversões do brasil conta com toda a gama de brinquedos que um parque deve ter mesmo que alguns sejam já antiquados para os padrões americanos,1
o parque é bem grande e c otimas atraçoes para todas as idades fui na epoca q tinha a hora do horror tipo umas hs soltam os montros no parque e é muito legal fiquei num hotel em campinas e de manha pegamos um onibus na rodovia para ir para o parque q fica em vinhedo uns km de campinas nao achei lugar para almoçarla so tem lanches,1
bem o hopi hari já foi melhor pessoal a parte de marketing deles é excelente mas o parque em si deixa a desejar o local está meio largado ao meu ver muitos brinquedos parados eles dizem que é manutenção de rotina mas no site você pode ver que os brinquedos mais legais estão sempre parados uma pena,0
fui no domingo comprei a entrada r e quase todos os brinquedos fechados os que estavam abertos filas intermináveis horas de espera na montanha russa uma verdadeira falta de consideração e respeito com o cliente se vc pensa em ir meu conselho é nâo vá não jogue seu dinheiro fora,0
o parque está horrível abre às horas da manhã fecha às hrs se não me engano os melhores brinquedos estão fechados desde que a fiscalização caiu matando sobre o parque quando ocorreu o acidente com a menina na atração la tour eiffel então alguns brinquedos já estão fora de uso pois não acham peças que faltam pois o fabricante não produz tais peças as atrações que estão abertas e com pouca fila são pagas à parte e as outras atrações incluídas no passaporte ficam com filas de horas quando você sai da atração vai para outra fila de horas pronto fechou o parque sem contar o preço da alimentação no local caro demais compramos um lanche muito meia boca e pagamos reais era um pão um hamburguer e metade de um queijo um cachorro quente que só vinha batata palha e ketchup e uma salsicha cortada ao meio pois o pão era grande hopi hari já foi muito melhor hoje em dia não sei pq não fecharam ainda além de enganarem o consumidor falando que estão em manutenção naquele dia sendo que faz anos que nenhuma daquelas atrações abrem fica aqui minha indignação,0
parque já foi bom um diahoje se encontra com mais da metade dos brinquedos sempre fechadosparque em situação de abandono muita sujeira lixeiras lotadas os brinquedos que estão abertos necessitando de reformasse é para reformar feche o parque pois as pessoas não tem obrigação de pagar caro para entrar e ir em pouquíssimas atrações enfrentar horas e horas na filatudo é caro comida estacionamento vip pass custa r cada brinquedo fora a entrada do parque que tem que pagar ou seja absurdonão recomendo a ninguém ainda mais as pessoas que vem de longecomo disse já foi bom um dia hoje está em situação deplorável,0
fiquei muito desapontada a maioria dos brinquedos estavam fechados o parque nem estava tao cheio mas como não tinha opção os brinquedos com filas imensas mas o pior é chegar e só ver brinquedos fechados frustrante pq o preço continuava igual,0
o parque está ultrapassado há tempos sem novidades a não ser as apresentações que são renovadas de tempos em tempos tudo custa absurdamente caro ingressos caríssimos r para deixar o veículo estacionado em um pátio sem cobertura e com delimitações de vaga minúsculas um carro fica quase grudado no outro diversas atrações são cobradas a parte lanches e refeições de péssima qualidade custando cerca de a mais do que qualquer outra rede de fast food da cidade água e refrigerantes a preços indecentes sorvetes possuem um tabela de preços exclusiva do hopi hari com valores muito mais elevados do que se costuma pagar em outros locais atendimento ruim falta segurança sempre há um monte de brinquedos em manutenção e a quantidade pequena que funciona acaba acumulando filas gigantescas em um dia de grande movimento se der sorte você consegue usar brinquedos agora inventaram também os passes vips onde você paga mais caro para furar fila e mesmo assim demora e convenhamos pagar ainda mais dinheiro para contornar a falta de opções de brinquedos péssimo passeio,0
muito bom a montanha russa e o loop são da hora demais recomendo chegar bem cedo pra aproveitar o máximo e repetir o que mais gostarem de fazer porque a fila pra os melhores são grandes,1
o parque está com muitos brinquedos fechados em alguns pontos a área inteiraos poucos abertos com filas enormes para as crianças menores ainda tem algumas poucas opções como a xícara aviãozinhoalém das atrações as barracas para comprar sorvetes estão fechadas bem como o restaurante para comer massaspizzapelo preço esperava mais além disso preparese para o estacionamento r,0
visitar o hopi hari é um retorno à infância as atrações são imperdíveis e atende a demanda para todas as idades unico porém que devem reavaliar é na quantidade de funcionários percebi alguns brinquedos fechados por manutenção e a impressão que tive é que a falta de funcionários e fila nos brinquedos fazia com que eles se alternassem nas atrações só para aumentar as filas outro ponto a comentar são os preços altos cobrados nas lanchonetes e praças de alimentação mas em geral a visita é imperdível,1
o parque era excelente mas está deixando muito a desejar no dia que fui boa parte dos brinquedos de adrenalina estavam desligados os únicos que funcionavam ainda era o vurang e a montezum o katapul evolution rio bravo torre eifel bat hatari roda gigante entre outros estavam todos desligados as filas ficavam extremamente grandes pela falta de opçõesas atrações infantis estavam quase todas funcionando até a lanchonete de massas estava fechadae ainda assim o parque cobrando o valor exorbitante de reais no estacionamento já que tem tantos brinquedos desligados deveriam no mínimo dar um desconto frustrante essa é a palavra certa,0
viajei do rio para sp na crença de que o hopi hari iria ser inesquecível mas ficou na crença muitas atraçoes fechadas vale a pena pela montanha russa de madeira e tambem pela montanha russa outdoor se planeja ir do rio um dia basta caso compre o vip pass que dá acesso sem fila a todos os brinquedos,0
uma boa opção de lazer para toda a família claro que não se compara a disneyland mas é uma opção para quem deseja se divertir com brinquedos para todas as idades o valor é muito alto para o que o parque oferece,1
o park é uma experiencia intensa pois é só você entrar para não precisar parar mais são muitas atrações muitos brinquedos que o difícil é escolher em qual ir fui com um grupo de amigos e nos divertimos muito o legal também é a oportunidade de conhecer gente do brasil inteiro la,1
preço fora da realidade r na entrada me informaram que das não estavam funcionando até ai tudo bem avisaram antes de entrar só que das que estavam funcionando eram para crianças ou seja apenas quatro que estavam disponíveis montanha russa barco viking montanha russa no escuro e carrinho de bate bate horrível filas enormes comida muito ruim tipo aqueles lanches congelados a preços de r falta de estrutura e funcionários nenhuma das atrações estavam funcionandomuito a melhorar,0
todas as melhores atrações leiase atrações que demandam manutenção mais cara estão fechadas sob a desculpa esfarrapada de estarem em manutenção mas o que se percebe é que estão abandonadas pois não tem ninguém trabalhando nelas e amigos foram há semanas e já estavam fechadasem virtude disso apesar de não estar cheio as boas atrações têm filas de espera de em média horas fica necessário comprar o vip pass para ter uma experiência boa daí não tem fila mas custa o dobroapesar de tudo o parque estava limpo e tivemos uma tarde agradável obviamente devido à companhia e termos comprado o vip não tivemos que esperar mais que minutos nas atrações em que podemos usar o vipminha dica é vá preparado para pagar o dobro do valor para comprar o vip pass senão vai passar raiva nas filaspara quem mora perto é uma opção legal para diversão mas não recomendo uma viagem longa para ir à atração,0
sempre muito cheio filas imensas alimentação horrível muitos brinquedos quebrados e custo muito alto para o que oferece,0
comprei meus ingressos em um preço promocional bem legal e foi isso que me fez ir ao hopi hari depois de tantos anosfoi no mínimo um passeio estranho o parque já não tem mais aquele ar alto astral um monte de brinquedos estavam fechados entre eles o chapéu mexicano a montanha russa que dá looping a carroça e muitos outroso estacionamento é caro e os lanches são caríssimos além de serem minúsculos e o banheiro como sempre imundoé uma pena pois é um parque que tinha tudo pra ser legal e que infelizmente hoje está largado e o preço não condiz com a realidade,0
a maioria dos brinquedos não funciona estão quebrados ou interditadosos lugares para comprar comida são péssimosmesmo pagando ingresso vip perdese horas nas filas a montanha russa que é de madeira treme como se fosse despencar quase quebrei minha perna nelarecomendo fortemente que você leve suas crianças a uma biblioteca ao invés do hopi hari provavelmente a diversão será muito maior,0
indico muito excelente parque temático brinquedos muito bons é uma ótima diversão para quem quer emoção e aventura,1
a última vez que estive no parque foi no começo do ano não havia muitas atrações abertas e tudo continua muito caro dentro do parque não havia muitas pessoas por lá também e pude andar umas vezes na montanha russa de madeira que é a principal atração o parque devia ter mais áreas com sombras porque estava muito calor e uma garrafa de água é muito cara lá dentro,0
conheci o parque em acho e de lá pra cá só vem decaindo nessa última vez tinha poucas atrações abertas e para ir na montanharussa ou paga o furafila ou tira o dia só para ir nela,0
o parque está constantemente oferecendo ingressos grátis ou com um super desconto por um motivo estão ganhando na alimentação estacionamento com quase nenhuma atração abertaconfira no site antes de ir mas normalmente apenas das atrações estão abertas de radicais normalmente só a montanha russa de madeira nem a rodagigante funciona mais normalmente na última visita chegamos na hora que o parque abriu às h e fomos em todas as atrações abertas inclusive cinema teatro e saloon e às h fomos embora pois não tinha mais o que fazer leve lanche eles deixam entrar exceto com latas de refri mas garrafas estão liberadas pois os preços no parque passam dos reais e os lanches não valem a pena,0
fiquei decepcionada com o hopi hari o local é maravilhoso e o que está funcionando é limpo cuidado e bem vigiado porém creio que apenas metade dos brinquedos está em funcionamento ou nem isto e o passaporte é caro e o estacionamento um absurdo r o único local de alimentação mais próximo dos brinquedos não tinha as melhores opções disponíveis e foi bem caro além de ser sanduíche e nada mais saudável uma pena porque este parque já foi muito melhor recomendo o show do looney tunes para as crianças os banheiros estavam limpos o que é importante espero que deem um up grade no parque pois é lamentável não aproveitar a excelente estrutura que possui,0
mas muito cheio com vários brinquedos fechados e fila enorme para andar na montanha russa o que vale a pena é a parte para crianças pequenas looney tunes que tem mais atrações e um show na parte da tarde que as crianças podem tirar fotos com os personagens,0
estive no hopi hari em e posso garantir que as coisas eram bem diferente quando fui o parque estava bem cheio mas todos os brinquedos funcionavam também os quiosques estavam abertos e os funcionários eram mais altoastral estive lá novamente no feriado de de maio e a decepção não poderia ser maior o hh deveria ter fechado quando aquela garota morreu na torre sinceramente agora todos os brinquedos estão em manutenção a la tour eiffel está inativa desde o acidente em o katapul estava fechado hadikali roda gigante simulakron ekatomb evolution chapéu mexicano e etc por causa disso os brinquedos radicais abertos estavam com filas quilométricas entrei na fila da montezum exatamente as h entrei no carrinho as h fomos em brinquedos não paguei pelo ingresso mas paguei pelo transporte e apenas lamento por quem pagou reais para ver o parque assimps a vurang tá toda aberta ela não é mais no escuro sabese la porquê ps tudo lá é muito caro reais um hot dog ps alguns funcionários estão visivelmente desmotivados e gritam com os visitantes de forma grosseira,0
o hopi hari não esta mais como estava antes fui e quase não tinha brinquedos abertos e outra coisa comidas lá dentro cara e ruim demaise outra coisa quando fui embora me derão passaporte para voltar pois tinha muita gente reclamando que varios briquendos estavão fechadosnão vou maisfila grandess demais de espera até horas,0
pra quem gosta de diversão esse é o melhor lugar podese ir com família eou amigos que a diversão é garantidanão levem latas de refrigerantes desodorantes em aerosol porque vai ser barrado na vistoria e ai terá que jogar no lixodeem preferencia aos dias nublados as filas diminuem e bem mais confortável o calor deixa você passando mal lá porque anda muito,1
minha visita ao parque c minha esposa foi a melhor parque temático brinquedos e cenários reais montezum e katatumb os melhores q já vi,1
estive no parque este final de semana fui esperando poder andar em vários brinquedos chegando lá me deparo com mais da metade das atrações não funcionando e de atração com emoção apenas a montanha russa ou você aguardava horas para andar ou pagava mais r para acessar o livre pass que também demorava uns minutosfiquei h e fui emboraenquanto não mudarem muito nunca mais retorno,0
ótimo passeio para família eou amigos diversão garantidamelhor em dias nublados pois as filas diminuem consideravelmente e ninguém derrete com uma garoazinhaos preços para refeição e lanches é absurdo típico de inflação da era dilmaa dica é trazer em uma mochila um ranguinho de casa,1
me lembro de ir várias vezes quando pequena e amar o parque pois havia mtos brinquedos hoje parace que metade deles não estão funcionando e alguns foram retirados os principais brinquedos como a montanha russa não funcionar é um absurdo não deveriam nem abrir o parque nestes dias,0
adorei o hopi hari realmente um dos melhores parques temáticos do brasil uma pena que os valores in loco são absurdos de qualquer forma ótima experiência,1
o parque já foi considerado um dos melhores atualmente está com muitos brinquedos fechados por conta de manutenção a torre eifel e a roda gigante um dos melhores atrativos estavam fechados e no site não havia informação sobre isso o parque tem um espaço gigantesco o que torna possível inaugurar mais brinquedos pelo menos para compensar os brinquedos tradicionais que estavam fechados os lanches não são tão variados e custam muito caro agora algumas informações positivas o brinquedo vurang é sensacional fui vezes nos dois dias que estive lá e por falar nisso em um dia você consegue curtir o parque todo vá primeiro na montanha russa montezum porque é o maior brinquedo aberto e a fila é gigantesca preparese para sair com dor no pescoço mas compensa muito depois dá um medo tremendo mas a adrenalina vai lá em cima,0
